train_time,loss,r2,rp
882.3298959089443,1.6876323223114014,0.5102362036705017,0.7143237590789795
904.3432967250701,1.6548001766204834,0.5198004841804504,0.7209702730178833
904.4684654080775,1.6839041709899902,0.5113674998283386,0.7151045799255371
920.7417812210042,1.6362810134887695,0.5251197218894958,0.7246541976928711
899.3218329269439,1.66507089138031,0.5168034434318542,0.7188786268234253
941.0490394239314,1.726449966430664,0.4989133477210998,0.7063082456588745
923.9490282449406,1.663671612739563,0.5171778202056885,0.7191457152366638
946.6574605240021,1.6586990356445312,0.5186039209365845,0.7201352119445801
905.8614707479719,1.6530120372772217,0.5202773809432983,0.7212991714477539
913.2928473800421,1.706068992614746,0.5048863291740417,0.710572361946106
