train_time,loss,r2,rp
74.60329160513356,2.5794215202331543,0.2509382963180542,0.505304753780365
76.25740770297125,2.5917775630950928,0.2472953796386718,0.5020932555198669
72.98531168606132,2.5925660133361816,0.2471224069595337,0.5018091201782227
75.47545745386742,2.56557846069336,0.2549654841423034,0.5093967914581299
76.8713819659315,2.5612387657165527,0.2561921775341034,0.511035680770874
72.28956579696387,2.561032056808472,0.2562399208545685,0.5110219120979309
76.48103987704962,2.5990023612976074,0.2452650964260101,0.4996329843997955
72.53811959107406,2.5878498554229736,0.2484901845455169,0.502614438533783
75.61040876596235,2.537017822265625,0.2632752656936645,0.5180177688598633
77.3939358650241,2.5567610263824463,0.2575167417526245,0.5121658444404602
