train_time,loss,r2,rp
576.335191688966,2.200566053390503,0.3614300787448883,0.6012403964996338
559.4352488829754,2.2201876640319824,0.3556735217571258,0.5964354276657104
566.2485082650091,2.209096908569336,0.3589943647384643,0.5991880893707275
569.9257752109552,2.2224574089050293,0.3550673127174377,0.5959388017654419
574.0490272809984,2.194394111633301,0.3632322251796722,0.6027641296386719
575.5523700059857,2.2162845134735107,0.3568387627601623,0.5974277257919312
572.8568683620542,2.2267520427703857,0.3538323044776916,0.5948835015296936
565.5340366819873,2.1980857849121094,0.3621502220630646,0.601830244064331
570.3681423249654,2.2223801612854004,0.3550503551959991,0.5959045886993408
573.2311547350837,2.1909894943237305,0.3641724586486816,0.6035195589065552
