train_time,loss,r2,rp
534.6236279669683,2.1752614974975586,0.3688194751739502,0.6073586344718933
555.3026485269656,2.187844753265381,0.3651748299598694,0.6043740510940552
544.0277490851004,2.233261823654175,0.3520693778991699,0.5934308171272278
541.2925816829083,2.2110860347747803,0.3584435582160949,0.598759114742279
550.2324803469237,2.215575933456421,0.3571458458900451,0.5976857542991638
545.6412598059978,2.1542766094207764,0.3749326467514038,0.6123755574226379
552.8154081030516,2.19246506690979,0.3639129996299743,0.6033384799957275
542.7922523119487,2.19797158241272,0.3622900247573852,0.6019497513771057
553.037270560977,2.1774284839630127,0.3682042360305786,0.6068834066390991
532.3597140049096,2.1966686248779297,0.3626084327697754,0.6022266149520874
