train_time,loss,r2,rp
117.68991763598751,2.357149362564087,0.3154463469982147,0.5621652603149414
118.26776472700294,2.3797523975372314,0.308880478143692,0.5563035607337952
115.88443514402024,2.3858299255371094,0.3071327209472656,0.5547647476196289
122.6596794500947,2.3686530590057373,0.3121695816516876,0.5592504739761353
122.36889502394479,2.396439552307129,0.3040590286254883,0.5520692467689514
119.57553925190587,2.3498597145080566,0.3175332546234131,0.5641475319862366
120.58014705392998,2.3712165355682373,0.3113048672676086,0.5585092306137085
121.0734013459878,2.369328737258911,0.3118926584720611,0.5589265823364258
122.6808279339457,2.371322631835937,0.3113516271114349,0.5585206747055054
119.73452990408987,2.3873655796051025,0.3067177534103393,0.5543839931488037
